Team,gameID,WIN,HOME,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
MEM,202404010DET,1,0,40,91,.440,11,33,.333,19,23,.826,15,29,44,28,11,9,13,18,110,.544,.500,.363,.253,31.9,76.3,51.8,70.0,11.7,17.6,11.4,100.0,117.2,115.1
DET,202404010DET,0,1,40,79,.506,11,28,.393,17,22,.773,9,32,41,22,7,9,14,16,108,.609,.576,.354,.278,23.7,68.1,48.2,55.0,7.5,15.5,13.6,100.0,115.1,117.2
BRK,202404010IND,0,0,41,87,.471,10,26,.385,19,28,.679,12,31,43,20,3,4,15,19,111,.559,.529,.299,.322,26.7,68.9,47.8,48.8,3.0,5.6,13.1,100.0,109.2,130.9
IND,202404010IND,1,1,53,103,.515,13,31,.419,14,17,.824,14,33,47,35,6,9,10,21,133,.602,.578,.301,.165,31.1,73.3,52.2,66.0,5.9,14.8,8.3,100.0,130.9,109.2
POR,202404010ORL,0,0,40,90,.444,11,31,.355,12,15,.800,11,33,44,28,9,3,11,21,103,.533,.506,.344,.167,24.4,78.6,50.6,70.0,9.6,6.8,10.2,100.0,109.8,110.9
ORL,202404010ORL,1,1,36,76,.474,11,32,.344,21,27,.778,9,34,43,26,4,6,16,17,104,.592,.546,.421,.355,21.4,75.6,49.4,72.2,4.3,10.2,15.4,100.0,110.9,109.8
ATL,202404010CHI,1,0,41,82,.500,19,40,.475,12,18,.667,8,37,45,29,4,5,15,21,113,.628,.616,.488,.220,18.6,69.8,46.9,70.7,4.2,7.6,14.3,100.0,119.4,106.8
CHI,202404010CHI,0,1,37,94,.394,7,28,.250,20,24,.833,16,35,51,17,8,2,8,17,101,.483,.431,.298,.255,30.2,81.4,53.1,45.9,8.5,4.8,7.1,100.0,106.8,119.4
PHO,202404010NOP,1,0,43,87,.494,18,47,.383,20,25,.800,16,33,49,29,7,6,14,21,124,.633,.598,.540,.287,39.0,73.3,57.0,67.4,7.5,9.7,12.5,100.0,132.8,118.8
NOP,202404010NOP,0,1,42,89,.472,11,27,.407,16,24,.667,12,25,37,29,10,1,9,17,111,.557,.534,.303,.270,26.7,61.0,43.0,69.0,10.7,2.5,8.3,100.0,118.8,132.8
LAL,202404020TOR,1,0,52,101,.515,18,41,.439,6,12,.500,13,34,47,38,6,8,15,17,128,.602,.604,.406,.119,27.1,87.2,54.0,73.1,5.6,14.0,12.4,100.0,119.2,103.4
TOR,202404020TOR,0,1,43,89,.483,10,32,.313,15,21,.714,5,35,40,25,11,6,17,19,111,.565,.539,.360,.236,12.8,72.9,46.0,58.1,10.2,10.0,14.8,100.0,103.4,119.2
MIL,202404020WAS,0,0,45,103,.437,11,48,.229,12,18,.667,18,39,57,31,8,6,12,17,113,.509,.490,.466,.175,31.6,88.6,56.4,68.9,7.7,10.9,9.8,100.0,108.8,112.6
WAS,202404020WAS,1,1,47,93,.505,9,38,.237,14,17,.824,5,39,44,26,9,2,11,20,117,.582,.554,.409,.183,11.4,68.4,43.6,55.3,8.7,3.6,9.9,100.0,112.6,108.8
NYK,202404020MIA,0,0,35,76,.461,12,34,.353,17,21,.810,7,23,30,25,11,2,14,17,99,.581,.539,.447,.276,17.9,76.7,43.5,71.4,12.1,5.6,14.1,100.0,109.1,120.2
MIA,202404020MIA,1,1,36,74,.486,17,38,.447,20,21,.952,7,32,39,24,5,4,18,17,109,.655,.601,.514,.284,23.3,82.1,56.5,66.7,5.5,9.5,17.8,100.0,120.2,109.1
OKC,202404020PHI,0,0,37,87,.425,13,39,.333,18,22,.818,12,31,43,30,10,9,15,18,105,.543,.500,.448,.253,26.7,77.5,50.6,81.1,10.4,18.8,13.4,100.0,109.1,113.3
PHI,202404020PHI,1,1,36,78,.462,14,30,.467,23,25,.920,9,33,42,27,8,4,18,20,109,.612,.551,.385,.321,22.5,73.3,49.4,75.0,8.3,8.3,16.8,100.0,113.3,109.1
HOU,202404020MIN,0,0,41,92,.446,14,48,.292,10,14,.714,12,25,37,23,10,0,15,23,106,.540,.522,.522,.152,26.7,80.6,48.7,56.1,10.3,0.0,13.3,100.0,109.1,116.3
MIN,202404020MIN,1,1,41,77,.532,11,26,.423,20,22,.909,6,33,39,29,12,5,18,17,113,.652,.604,.338,.286,19.4,73.3,51.3,70.7,12.3,11.4,17.2,100.0,116.3,109.1
SAS,202404020DEN,0,0,42,105,.400,13,44,.295,8,16,.500,15,44,59,33,4,12,8,19,105,.469,.462,.419,.152,26.8,80.0,53.2,78.6,4.0,18.8,6.7,100.0,104.0,108.9
DEN,202404020DEN,1,1,43,98,.439,11,34,.324,13,16,.813,11,41,52,28,5,10,8,15,110,.524,.495,.347,.163,20.0,73.2,46.8,65.1,5.0,16.4,7.1,100.0,108.9,104.0
CLE,202404020UTA,1,0,46,85,.541,16,39,.410,21,24,.875,9,32,41,38,10,6,15,14,129,.675,.635,.459,.282,25.7,82.1,55.4,82.6,9.9,12.5,13.6,100.0,127.3,111.5
UTA,202404020UTA,0,1,41,85,.482,16,37,.432,15,18,.833,7,26,33,26,7,3,20,22,113,.608,.576,.435,.212,17.9,74.3,44.6,63.4,6.9,6.5,17.7,100.0,111.5,127.3
DAL,202404020GSW,0,0,39,89,.438,15,40,.375,7,11,.636,8,34,42,27,8,7,15,14,100,.533,.522,.449,.124,16.3,75.6,44.7,69.2,8.1,12.1,13.8,100.0,101.7,105.8
GSW,202404020GSW,1,1,41,90,.456,15,32,.469,7,7,1.000,11,41,52,29,9,4,17,18,104,.559,.539,.356,.078,24.4,83.7,55.3,70.7,9.2,8.2,15.4,100.0,105.8,101.7
LAC,202404020SAC,0,0,31,76,.408,11,27,.407,22,27,.815,9,29,38,18,6,1,16,21,95,.541,.480,.355,.355,20.0,59.2,40.4,58.1,6.6,2.0,15.4,100.0,104.4,119.8
SAC,202404020SAC,1,1,39,92,.424,12,42,.286,19,25,.760,20,36,56,29,10,6,10,18,109,.529,.489,.457,.272,40.8,80.0,59.6,74.4,11.0,12.2,8.8,100.0,119.8,104.4
POR,202404030CHO,1,0,37,93,.398,7,26,.269,8,12,.667,14,41,55,19,4,2,16,19,89,.453,.435,.280,.129,29.2,95.3,60.4,51.4,4.2,4.3,14.0,100.0,92.8,89.7
CHO,202404030CHO,0,1,32,78,.410,5,31,.161,17,22,.773,2,34,36,22,10,8,11,15,86,.490,.442,.397,.282,4.7,70.8,39.6,68.8,10.4,11.9,11.1,100.0,89.7,92.8
LAL,202404030WAS,1,0,46,91,.505,8,28,.286,25,29,.862,11,38,49,21,10,4,17,10,125,.602,.549,.308,.319,25.0,86.4,55.7,45.7,9.3,8.2,14.1,100.0,116.3,111.6
WAS,202404030WAS,0,1,45,91,.495,18,42,.429,12,13,.923,6,33,39,26,11,4,18,22,120,.620,.593,.462,.143,13.6,75.0,44.3,57.8,10.2,6.3,15.7,100.0,111.6,116.3
DET,202404030ATL,0,0,43,94,.457,10,30,.333,17,21,.810,8,29,37,24,14,3,10,13,113,.547,.511,.319,.223,16.0,82.9,43.5,55.8,13.5,5.8,8.8,100.0,108.6,116.3
ATL,202404030ATL,1,1,49,90,.544,13,38,.342,10,15,.667,6,42,48,36,9,8,16,13,121,.626,.617,.422,.167,17.1,84.0,56.5,73.5,8.6,12.5,14.2,100.0,116.3,108.6
OKC,202404030BOS,0,0,35,81,.432,5,24,.208,25,28,.893,5,26,31,21,8,5,14,11,100,.536,.463,.296,.346,12.5,70.3,40.3,60.0,8.1,9.6,13.0,100.0,101.4,136.9
BOS,202404030BOS,1,1,50,92,.543,17,40,.425,18,19,.947,11,35,46,33,7,10,11,18,135,.673,.636,.435,.207,29.7,87.5,59.7,66.0,7.1,17.5,9.9,100.0,136.9,101.4
IND,202404030BRK,0,0,46,103,.447,10,38,.263,9,11,.818,19,26,45,27,8,9,9,21,111,.515,.495,.369,.107,35.2,63.4,47.4,58.7,8.5,16.4,7.7,100.0,118.0,122.3
BRK,202404030BRK,1,1,42,87,.483,12,32,.375,19,27,.704,15,35,50,22,4,8,13,16,115,.582,.552,.368,.310,36.6,64.8,52.6,52.4,4.3,12.3,11.6,100.0,122.3,118.0
MEM,202404030MIL,1,0,46,91,.505,7,23,.304,12,17,.706,13,41,54,25,5,8,9,12,111,.564,.544,.253,.187,29.5,75.9,55.1,54.3,5.3,15.7,8.4,100.0,117.7,107.1
MIL,202404030MIL,0,1,38,95,.400,18,44,.409,7,12,.583,13,31,44,26,5,10,11,14,101,.504,.495,.463,.126,24.1,70.5,44.9,68.4,5.3,14.7,9.9,100.0,107.1,117.7
TOR,202404030MIN,0,0,33,90,.367,7,30,.233,12,14,.857,10,38,48,19,4,6,21,15,85,.442,.406,.333,.156,19.6,80.9,49.0,57.6,3.8,11.3,17.9,100.0,81.4,127.4
MIN,202404030MIN,1,1,49,96,.510,20,43,.465,15,22,.682,9,41,50,37,13,9,9,12,133,.629,.615,.448,.229,19.1,80.4,51.0,75.5,12.5,15.0,7.8,100.0,127.4,81.4
ORL,202404030NOP,1,0,41,80,.513,13,32,.406,22,30,.733,7,32,39,27,9,2,13,20,117,.628,.594,.400,.375,20.0,82.1,52.7,65.9,9.5,4.3,12.2,100.0,123.0,113.6
NOP,202404030NOP,0,1,36,76,.474,12,29,.414,24,28,.857,7,28,35,21,9,1,14,26,108,.611,.553,.382,.368,17.9,80.0,47.3,58.3,9.5,2.1,13.7,100.0,113.6,123.0
CLE,202404030PHO,0,0,39,83,.470,7,26,.269,16,19,.842,7,30,37,28,9,4,15,14,101,.553,.512,.313,.229,16.7,78.9,46.3,71.8,9.1,7.4,14.1,100.0,102.1,123.3
PHO,202404030PHO,1,1,44,87,.506,18,33,.545,16,17,.941,8,35,43,32,11,2,16,17,122,.646,.609,.379,.195,21.1,83.3,53.8,72.7,11.1,3.5,14.5,100.0,123.3,102.1
ATL,202404040DAL,0,0,34,85,.400,13,38,.342,14,21,.667,11,45,56,21,7,2,21,22,95,.504,.476,.447,.247,20.8,80.4,51.4,61.8,6.8,4.4,18.2,100.0,92.2,105.8
DAL,202404040DAL,1,1,38,94,.404,18,49,.367,15,17,.882,11,42,53,20,7,7,14,17,109,.537,.500,.521,.181,19.6,79.2,48.6,52.6,6.8,14.9,12.1,100.0,105.8,92.2
PHI,202404040MIA,1,0,43,92,.467,14,40,.350,9,11,.818,8,33,41,28,11,7,11,15,109,.563,.543,.435,.120,18.6,67.3,44.6,65.1,11.2,13.7,10.2,100.0,111.3,107.2
MIA,202404040MIA,0,1,39,94,.415,13,43,.302,14,16,.875,16,35,51,24,8,4,17,10,105,.520,.484,.457,.170,32.7,81.4,55.4,61.5,8.2,7.7,14.4,100.0,107.2,111.3
SAC,202404040NYK,0,0,42,86,.488,18,42,.429,7,12,.583,9,26,35,26,6,3,16,23,109,.597,.593,.488,.140,23.1,74.3,47.3,61.9,6.3,5.8,14.9,100.0,114.4,125.9
NYK,202404040NYK,1,1,44,80,.550,12,28,.429,20,29,.690,9,30,39,34,9,2,13,20,120,.647,.625,.350,.363,25.7,76.9,52.7,77.3,9.4,4.5,12.3,100.0,125.9,114.4
GSW,202404040HOU,1,0,47,80,.588,17,35,.486,22,25,.880,12,31,43,29,6,2,21,23,133,.731,.694,.438,.313,41.4,72.1,59.7,61.7,6.3,4.3,18.8,100.0,138.9,114.9
HOU,202404040HOU,0,1,36,86,.419,12,40,.300,26,30,.867,12,17,29,23,11,1,12,19,110,.554,.488,.465,.349,27.9,58.6,40.3,63.9,11.5,2.2,10.8,100.0,114.9,138.9
DEN,202404040LAC,0,0,36,83,.434,11,35,.314,17,25,.680,6,45,51,27,3,4,14,19,100,.532,.500,.422,.301,12.8,86.5,51.5,75.0,3.0,7.0,13.0,100.0,98.9,100.8
LAC,202404040LAC,1,1,34,90,.378,7,33,.212,27,32,.844,7,41,48,22,10,2,7,20,102,.490,.417,.367,.356,13.5,87.2,48.5,64.7,9.9,4.2,6.3,100.0,100.8,98.9
ORL,202404050CHO,0,0,42,94,.447,9,38,.237,22,26,.846,15,22,37,24,9,3,10,19,115,.545,.495,.404,.277,31.9,84.6,50.7,57.1,9.3,7.1,8.7,100.0,119.1,128.5
CHO,202404050CHO,1,1,43,72,.597,15,30,.500,23,23,1.000,4,32,36,29,6,4,20,22,124,.755,.701,.417,.319,15.4,68.1,49.3,67.4,6.2,7.1,19.6,100.0,128.5,119.1
OKC,202404050IND,0,0,42,86,.488,8,30,.267,20,24,.833,9,30,39,24,8,6,15,17,112,.580,.535,.349,.279,22.5,78.9,50.0,57.1,8.0,11.3,13.4,100.0,111.5,125.4
IND,202404050IND,1,1,46,88,.523,15,35,.429,19,21,.905,8,31,39,30,8,5,14,23,126,.648,.608,.398,.239,21.1,77.5,50.0,65.2,8.0,8.9,12.6,100.0,125.4,111.5
POR,202404050WAS,1,0,41,94,.436,9,29,.310,17,24,.708,16,39,55,29,7,5,13,23,108,.516,.484,.309,.255,32.7,76.5,55.0,70.7,7.2,9.1,11.1,100.0,110.5,104.4
WAS,202404050WAS,0,1,38,88,.432,5,33,.152,21,30,.700,12,33,45,24,9,5,10,21,102,.504,.460,.375,.341,23.5,67.3,45.0,63.2,9.2,7.7,9.0,100.0,104.4,110.5
SAC,202404050BOS,0,0,38,99,.384,17,51,.333,7,13,.538,15,39,54,21,4,3,7,15,100,.477,.470,.515,.131,27.8,76.5,51.4,55.3,4.3,6.7,6.3,100.0,108.4,109.5
BOS,202404050BOS,1,1,38,89,.427,12,44,.273,13,18,.722,12,39,51,25,6,4,8,11,101,.521,.494,.494,.202,23.5,72.2,48.6,65.8,6.5,8.3,7.6,100.0,109.5,108.4
NYK,202404050CHI,0,0,36,83,.434,10,29,.345,18,24,.750,9,29,38,22,9,2,18,15,100,.534,.494,.349,.289,19.1,60.4,40.0,61.1,9.2,2.9,16.1,100.0,101.7,109.9
CHI,202404050CHI,1,1,44,93,.473,7,23,.304,13,16,.813,19,38,57,27,11,5,17,19,108,.540,.511,.247,.172,39.6,80.9,60.0,61.4,11.2,9.3,14.5,100.0,109.9,101.7
MIA,202404050HOU,1,0,44,89,.494,13,36,.361,18,21,.857,8,40,48,27,8,4,9,18,119,.606,.567,.404,.236,19.5,76.9,51.6,61.4,8.3,8.7,8.4,100.0,123.8,108.2
HOU,202404050HOU,0,1,34,90,.378,14,44,.318,22,25,.880,12,33,45,25,7,2,9,13,104,.515,.456,.489,.278,23.1,80.5,48.4,73.5,7.3,3.8,8.2,100.0,108.2,123.8
DET,202404050MEM,0,0,32,79,.405,8,30,.267,18,24,.750,10,28,38,22,13,4,18,14,90,.502,.456,.380,.304,22.7,65.1,43.7,68.8,13.4,6.8,16.7,100.0,92.5,111.0
MEM,202404050MEM,1,1,42,90,.467,10,31,.323,14,16,.875,15,34,49,24,13,7,21,14,108,.556,.522,.344,.178,34.9,77.3,56.3,57.1,13.4,14.3,17.8,100.0,111.0,92.5
TOR,202404050MIL,1,0,36,79,.456,14,36,.389,31,36,.861,9,38,47,24,9,3,17,18,117,.617,.544,.456,.456,21.4,76.0,51.1,66.7,8.9,5.8,15.2,100.0,115.7,109.7
MIL,202404050MIL,0,1,41,94,.436,12,42,.286,17,21,.810,12,33,45,21,8,6,13,24,111,.538,.500,.447,.223,24.0,78.6,48.9,51.2,7.9,14.0,11.2,100.0,109.7,115.7
SAS,202404050NOP,1,0,42,83,.506,17,46,.370,10,13,.769,6,28,34,34,9,8,17,13,111,.626,.608,.554,.157,16.7,71.8,45.3,81.0,9.3,14.0,16.1,100.0,115.0,112.9
NOP,202404050NOP,0,1,44,86,.512,9,29,.310,12,12,1.000,11,30,41,28,11,2,17,17,109,.597,.564,.337,.140,28.2,83.3,54.7,63.6,11.4,5.4,15.7,100.0,112.9,115.0
GSW,202404050DAL,0,0,41,93,.441,12,35,.343,12,18,.667,11,33,44,27,12,5,15,19,106,.525,.505,.376,.194,25.0,80.5,51.8,65.9,11.9,10.0,12.9,100.0,104.7,106.7
DAL,202404050DAL,1,1,40,84,.476,12,34,.353,16,21,.762,8,33,41,30,9,9,18,17,108,.579,.548,.405,.250,19.5,75.0,48.2,75.0,8.9,15.5,16.2,100.0,106.7,104.7
MIN,202404050PHO,0,0,33,85,.388,10,29,.345,11,14,.786,8,36,44,23,9,6,19,20,87,.477,.447,.341,.165,16.0,83.7,47.3,69.7,9.1,12.0,17.2,100.0,87.5,97.6
PHO,202404050PHO,1,1,33,76,.434,9,26,.346,22,29,.759,7,42,49,29,12,3,18,19,97,.546,.493,.342,.382,16.3,84.0,52.7,87.9,12.1,5.4,16.9,100.0,97.6,87.5
UTA,202404050LAC,0,0,35,91,.385,9,30,.300,23,29,.793,14,29,43,20,11,4,15,16,102,.492,.434,.330,.319,24.6,78.4,45.7,57.1,10.6,7.1,12.6,100.0,98.6,126.7
LAC,202404050LAC,1,1,51,91,.560,13,35,.371,16,18,.889,8,43,51,32,9,4,15,22,131,.662,.632,.385,.198,21.6,75.4,54.3,62.7,8.7,6.6,13.2,100.0,126.7,98.6
CLE,202404060LAL,0,0,39,90,.433,11,35,.314,8,12,.667,11,29,40,24,11,3,19,11,97,.509,.494,.389,.133,24.4,82.9,50.0,61.5,11.0,7.0,16.6,100.0,96.8,115.7
LAL,202404060LAL,1,1,45,80,.563,16,37,.432,10,16,.625,6,34,40,30,11,11,20,12,116,.666,.663,.463,.200,17.1,75.6,50.0,66.7,11.0,20.0,18.7,100.0,115.7,96.8
DET,202404060BRK,0,0,42,92,.457,17,39,.436,2,4,.500,5,23,28,25,9,2,10,24,103,.549,.549,.424,.043,11.9,67.6,36.8,59.5,9.5,4.3,9.6,100.0,108.8,119.4
BRK,202404060BRK,1,1,38,73,.521,11,27,.407,26,33,.788,11,37,48,20,3,7,18,11,113,.646,.596,.370,.452,32.4,88.1,63.2,52.6,3.2,13.2,17.1,100.0,119.4,108.8
PHI,202404060MEM,1,0,41,79,.519,16,39,.410,18,23,.783,9,32,41,27,12,9,19,22,116,.651,.620,.494,.291,23.7,68.1,48.2,65.9,12.3,14.8,17.6,100.0,119.2,98.7
MEM,202404060MEM,0,1,36,87,.414,9,26,.346,15,21,.714,15,29,44,21,9,2,19,18,96,.499,.466,.299,.241,31.9,76.3,51.8,58.3,9.3,5.0,16.5,100.0,98.7,119.2
ATL,202404060DEN,0,0,37,87,.425,12,37,.324,24,29,.828,11,27,38,30,8,2,16,18,110,.551,.494,.425,.333,21.2,81.8,44.7,81.1,7.7,4.3,13.8,100.0,105.8,136.6
DEN,202404060DEN,1,1,53,88,.602,23,41,.561,13,16,.813,6,41,47,38,9,7,17,21,142,.747,.733,.466,.182,18.2,78.8,55.3,71.7,8.7,14.0,15.2,100.0,136.6,105.8
HOU,202404070DAL,0,0,46,93,.495,17,41,.415,27,35,.771,4,28,32,31,11,6,11,34,136,.627,.586,.441,.376,8.9,82.4,40.5,67.4,9.7,13.0,9.2,100.0,120.3,130.0
DAL,202404070DAL,1,1,46,85,.541,15,39,.385,40,45,.889,6,41,47,21,4,6,17,26,147,.701,.629,.459,.529,17.6,91.1,59.5,45.7,3.5,11.5,14.0,100.0,130.0,120.3
CLE,202404070LAC,0,0,42,88,.477,11,30,.367,23,27,.852,7,29,36,27,10,2,11,16,118,.591,.540,.341,.307,15.9,72.5,42.9,64.3,10.1,4.1,9.9,100.0,118.6,120.7
LAC,202404070LAC,1,1,41,84,.488,14,35,.400,24,24,1.000,11,37,48,26,5,2,16,22,120,.635,.571,.417,.286,27.5,84.1,57.1,63.4,5.0,3.4,14.5,100.0,120.7,118.6
MIA,202404070IND,0,0,39,84,.464,8,27,.296,29,32,.906,8,31,39,21,3,2,7,22,115,.586,.512,.321,.381,19.5,88.6,51.3,53.8,3.1,3.7,6.7,100.0,120.6,122.7
IND,202404070IND,1,1,44,86,.512,9,32,.281,20,21,.952,4,33,37,27,4,6,7,24,117,.614,.564,.372,.244,11.4,80.5,48.7,61.4,4.2,10.5,6.8,100.0,122.7,120.6
POR,202404070BOS,0,0,40,102,.392,14,38,.368,13,13,1.000,22,31,53,26,8,2,15,12,107,.497,.461,.373,.127,38.6,86.1,57.0,65.0,8.2,4.1,12.2,100.0,109.1,126.4
BOS,202404070BOS,1,1,49,87,.563,16,38,.421,10,13,.769,5,35,40,34,11,8,13,12,124,.669,.655,.437,.149,13.9,61.4,43.0,69.4,11.2,12.5,12.3,100.0,126.4,109.1
OKC,202404070CHO,1,0,45,87,.517,18,36,.500,13,17,.765,10,26,36,33,14,4,17,17,121,.640,.621,.414,.195,25.6,78.8,50.0,73.3,14.2,9.3,15.2,100.0,122.7,119.6
CHO,202404070CHO,0,1,45,83,.542,17,40,.425,11,14,.786,7,29,36,29,12,9,18,14,118,.662,.645,.482,.169,21.2,74.4,50.0,64.4,12.2,17.6,16.8,100.0,119.6,122.7
CHI,202404070ORL,0,0,38,75,.507,6,20,.300,16,22,.727,8,29,37,20,7,5,21,17,98,.579,.547,.267,.293,21.1,74.4,48.1,52.6,7.3,8.9,19.9,100.0,102.7,118.4
ORL,202404070ORL,1,1,42,90,.467,11,34,.324,18,19,.947,10,30,40,24,12,4,10,17,113,.574,.528,.378,.211,25.6,78.9,51.9,57.1,12.6,7.3,9.2,100.0,118.4,102.7
NOP,202404070PHO,1,0,40,85,.471,16,39,.410,17,19,.895,8,34,42,26,8,7,14,17,113,.605,.565,.459,.224,21.6,79.1,52.5,65.0,8.2,14.6,13.0,100.0,116.5,108.2
PHO,202404070PHO,0,1,39,87,.448,14,39,.359,13,14,.929,9,29,38,30,7,8,16,17,105,.564,.529,.448,.161,20.9,78.4,47.5,76.9,7.2,17.4,14.7,100.0,108.2,116.5
WAS,202404070TOR,0,0,42,89,.472,16,40,.400,22,30,.733,8,35,43,29,9,11,15,25,122,.597,.562,.449,.337,16.3,81.4,46.7,69.0,8.2,16.9,12.8,100.0,111.1,118.4
TOR,202404070TOR,1,1,49,96,.510,11,31,.355,21,28,.750,8,41,49,33,9,4,14,26,130,.600,.568,.323,.292,18.6,83.7,53.3,67.3,8.2,8.2,11.4,100.0,118.4,111.1
NYK,202404070MIL,1,0,45,92,.489,14,29,.483,18,22,.818,13,28,41,25,9,6,7,22,122,.600,.565,.315,.239,31.0,75.7,51.9,55.6,9.8,14.6,6.4,100.0,132.9,118.7
MIL,202404070MIL,0,1,35,75,.467,12,34,.353,27,32,.844,9,29,38,27,3,7,14,16,109,.612,.547,.453,.427,24.3,69.0,48.1,77.1,3.3,11.1,13.6,100.0,118.7,132.9
PHI,202404070SAS,1,0,52,114,.456,12,39,.308,17,19,.895,8,38,46,31,15,3,12,20,133,.543,.509,.342,.167,15.1,73.1,43.8,59.6,12.4,5.6,8.9,100.0,110.2,104.4
SAS,202404070SAS,0,1,44,98,.449,16,44,.364,22,26,.846,14,45,59,31,5,11,25,17,126,.576,.531,.449,.265,26.9,84.9,56.2,70.5,4.1,14.7,18.6,100.0,104.4,110.2
SAC,202404070BRK,1,0,40,94,.426,15,48,.313,12,16,.750,11,43,54,31,8,12,9,17,107,.529,.505,.511,.170,22.0,86.0,54.0,77.5,8.1,21.4,8.2,100.0,108.9,78.4
BRK,202404070BRK,0,1,30,86,.349,7,30,.233,10,13,.769,7,39,46,17,5,5,17,14,77,.420,.390,.349,.151,14.0,78.0,46.0,56.7,5.1,10.9,15.6,100.0,78.4,108.9
UTA,202404070GSW,0,0,39,83,.470,15,35,.429,17,21,.810,6,23,29,21,4,6,11,9,110,.596,.560,.422,.253,14.3,67.6,38.2,53.8,4.2,10.5,10.7,100.0,115.1,123.4
GSW,202404070GSW,1,1,49,92,.533,14,35,.400,6,6,1.000,11,36,47,32,9,8,16,19,118,.623,.609,.380,.065,32.4,85.7,61.8,65.3,9.4,16.7,14.5,100.0,123.4,115.1
MIN,202404070LAL,1,0,50,97,.515,15,39,.385,12,14,.857,13,33,46,29,12,3,16,20,127,.616,.593,.402,.144,29.5,76.7,52.9,58.0,11.7,5.7,13.4,100.0,124.3,114.5
LAL,202404070LAL,0,1,39,84,.464,11,31,.355,28,32,.875,10,31,41,27,10,2,15,14,117,.596,.530,.369,.381,23.3,70.5,47.1,69.2,9.8,3.4,13.3,100.0,114.5,124.3
DAL,202404090CHO,1,0,50,93,.538,17,50,.340,13,20,.650,16,39,55,35,6,7,15,19,130,.639,.629,.538,.215,34.0,83.0,58.5,70.0,6.0,12.3,12.8,100.0,129.6,103.7
CHO,202404090CHO,0,1,39,89,.438,10,32,.313,16,21,.762,8,31,39,24,8,3,12,16,104,.529,.494,.360,.236,17.0,66.0,41.5,61.5,8.0,7.0,10.9,100.0,103.7,129.6
DET,202404090PHI,0,0,34,84,.405,14,30,.467,20,24,.833,9,35,44,20,3,5,16,17,102,.539,.488,.357,.286,20.5,68.6,46.3,58.8,3.0,8.2,14.5,100.0,103.7,122.0
PHI,202404090PHI,1,1,44,98,.449,13,37,.351,19,23,.826,16,35,51,29,11,8,9,18,120,.555,.515,.378,.235,31.4,79.5,53.7,65.9,11.2,14.8,7.7,100.0,122.0,103.7
IND,202404090TOR,1,0,54,99,.545,16,45,.356,16,23,.696,15,29,44,33,9,8,14,23,140,.641,.626,.455,.232,38.5,64.4,52.4,61.1,8.7,11.0,11.4,100.0,134.6,118.3
TOR,202404090TOR,0,1,47,94,.500,5,21,.238,24,33,.727,16,24,40,21,8,6,15,20,123,.567,.527,.223,.351,35.6,61.5,47.6,44.7,7.7,11.1,12.1,100.0,118.3,134.6
MIA,202404090ATL,1,0,42,88,.477,18,45,.400,15,21,.714,5,41,46,29,8,3,18,16,117,.602,.580,.511,.239,10.6,70.7,43.8,69.0,7.2,4.5,15.6,100.0,105.2,99.8
ATL,202404090ATL,0,1,45,113,.398,10,46,.217,11,14,.786,17,42,59,28,13,2,16,23,111,.466,.442,.407,.124,29.3,89.4,56.2,62.2,11.7,4.7,11.8,100.0,99.8,105.2
BOS,202404090MIL,0,0,37,93,.398,17,52,.327,0,0,0,12,26,38,27,11,4,12,8,91,.489,.489,.559,.000,23.5,72.2,43.7,73.0,12.3,8.9,11.4,100.0,101.4,115.9
MIL,202404090MIL,1,1,43,81,.531,17,36,.472,1,2,.500,10,39,49,29,6,5,18,4,104,.635,.636,.444,.025,27.8,76.5,56.3,67.4,6.7,12.2,18.0,100.0,115.9,101.4
NYK,202404090CHI,1,0,46,83,.554,17,36,.472,19,20,.950,6,25,31,31,6,4,11,15,128,.697,.657,.434,.241,18.2,67.6,44.3,67.4,6.5,6.7,10.7,100.0,138.2,126.4
CHI,202404090CHI,0,1,47,88,.534,10,28,.357,13,19,.684,12,27,39,20,4,5,9,18,117,.607,.591,.318,.216,32.4,81.8,55.7,42.6,4.3,10.6,8.5,100.0,126.4,138.2
ORL,202404090HOU,0,0,39,86,.453,7,24,.292,21,23,.913,10,32,42,23,9,6,15,15,106,.551,.494,.279,.267,24.4,84.2,53.2,59.0,9.2,11.8,13.5,100.0,108.0,120.3
HOU,202404090HOU,1,1,45,86,.523,15,35,.429,13,18,.722,6,31,37,29,8,7,12,21,118,.628,.610,.407,.209,15.8,75.6,46.8,64.4,8.2,11.3,11.3,100.0,120.3,108.0
SAS,202404090MEM,1,0,42,87,.483,10,40,.250,8,8,1.000,10,41,51,30,5,11,17,12,102,.563,.540,.460,.092,23.8,70.7,51.0,71.4,5.2,14.9,15.8,100.0,106.9,91.2
MEM,202404090MEM,0,1,36,104,.346,6,30,.200,9,11,.818,17,32,49,21,10,5,8,13,87,.400,.375,.288,.106,29.3,76.2,49.0,58.3,10.5,10.6,6.8,100.0,91.2,106.9
